Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
49688;2;Neocapil 5%, Lösung;Galderma Schweiz AG;Synthetika human;C;C;11.09.90;13.09.10;18.12.16
49699;1;Cactus compositum Heel, homöopathische Tropfen;ebi-pharm ag;Homöopathika;B;B;25.10.90;25.10.90;31.10.17
49703;1;Atenolol Spirig HC 100, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;26.09.90;26.09.90;18.12.18
49703;2;Atenolol Spirig HC 50, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;26.09.90;26.09.90;18.12.18
49703;3;Atenolol Spirig HC 25, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;26.09.90;30.03.00;18.12.18
49738;1;Flubenol KH ad us.vet., Paste;Provet AG;Tierarzneimittel;B;B;09.03.89;09.03.89;15.12.17
49742;2;Zocor 20 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;25.06.90;25.06.90;14.03.19
49742;3;Zocor 40 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;25.06.90;16.12.96;14.03.19
49742;4;Zocor 80 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;25.06.90;30.03.99;14.03.19
49744;1;Saizen (r-hGH) 1.33 mg, Injektionspräparat;Merck (Schweiz) AG;Biotechnologika;A;A;12.06.89;12.06.89;01.07.18
49744;2;Saizen (r-hGH) 3.33 mg, Injektionspräparat;Merck (Schweiz) AG;Biotechnologika;A;A;12.06.89;19.12.91;01.07.18
49748;2;Zentel, Kautabletten;GlaxoSmithKline AG;Synthetika human;B;B;28.12.93;28.12.93;04.11.17
49749;3;Zentel, Suspension;GlaxoSmithKline AG;Synthetika human;B;B;28.12.93;28.12.93;04.11.17
49767;2;Fungotox, Crème;Mepha Pharma AG;Synthetika human;C;C;21.09.90;22.11.11;15.12.19
49768;1;Fungotox-100, Vaginaltabletten;Mepha Pharma AG;Synthetika human;B;B/C;14.09.90;14.09.90;10.05.21
49768;2;Fungotox-200, Vaginaltabletten;Mepha Pharma AG;Synthetika human;C;B/C;14.09.90;14.09.90;10.05.21
49769;2;Fungotox Set, Creme + Vaginaltabletten;Mepha Pharma AG;Synthetika human;B;B;26.09.90;22.11.11;10.05.21
49771;1;Supracyclin Tabs, Tabletten;Grünenthal Pharma AG;Synthetika human;A;A;23.11.88;23.11.88;07.01.17
49771;2;Supracyclin Tabs forte, Tabletten;Grünenthal Pharma AG;Synthetika human;A;A;23.11.88;23.11.88;07.01.17
49781;1;Mercilon, Tabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;08.05.89;08.05.89;08.03.19
49784;1;Dotarem, Injektionslösung;Guerbet AG;Synthetika human;B;B;28.06.90;28.06.90;29.07.19
49785;1;Omida Cardiospermum-N, homöopathische Salbe bei Hautausschlägen;Omida AG;Homöopathika;D;D;13.02.89;13.02.89;28.10.17
49786;1;Coversum 2 mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;28.12.89;28.12.89;15.12.19
49786;2;Coversum 4 mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;28.12.89;28.12.89;15.12.19
49786;3;Coversum 8 mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;28.12.89;05.11.04;15.12.19
49790;1;Similasan Schlafstörungen, Tropfen;Similasan AG;Homöopathika;D;D;18.10.88;18.10.88;07.08.17
49793;1;Arkocaps Prêle/Ackerschachtelhalm, gélules;Arko Diffusion SA;Phytotherapeutika;D;D;06.02.89;06.02.89;29.01.19
49795;1;Arkocaps Pensée sauvage/Wildes Stiefmütterchen, gélules;Arko Diffusion SA;Phytotherapeutika;D;D;28.11.88;28.11.88;29.01.19
49796;1;TechneScan MAG3, Tc-99m-Markierungsbesteck;Mallinckrodt Schweiz AG;Radiopharmazeutika;A;A;25.05.89;25.05.89;28.10.18
49798;2;Laxasan, Tropfen;Gebro Pharma AG;Synthetika human;D;D;24.04.89;19.12.03;18.12.18
49806;1;Co-Atenolol Spirig HC 100/25 mg, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;26.09.90;26.09.90;18.12.18
49806;2;Co-Atenolol Spirig HC 50/12,5 mg, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;26.09.90;26.09.90;18.12.18
49817;1;Alpinamed Ringelblumen Salbe, Salbe;Alpinamed AG;Phytotherapeutika;D;D;16.02.90;16.02.90;11.11.18
49826;1;Gincosan, capsule;Ginsana SA;Phytotherapeutika;D;D;30.01.89;30.01.89;22.12.18
49853;1;Octenisept farblos, Lösung;Schülke & Mayr AG;Synthetika human;D;D;08.03.91;08.03.91;02.03.20
49857;1;Dynacirc, Tabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;09.06.89;09.06.89;22.10.18
49860;2;Arkocaps Cassis, gélules;Arko Diffusion SA;Phytotherapeutika;D;D;28.11.88;28.11.88;29.01.19
49862;1;Zolben C, Brausetabletten;Dr. Heinz Welti AG, Fabrikation chemisch-pharmazeutischer Produkte;Synthetika human;D;D;25.07.90;25.07.90;14.02.20
49866;1;Hemeran, Emulgel;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;20.02.89;20.02.89;17.04.18
49868;1;Contralac 5 ad us.vet., Tabletten;Virbac (Switzerland) AG;Tierarzneimittel;B;B;26.01.90;26.01.90;26.04.19
49868;2;Contralac 20 ad us.vet., Tabletten;Virbac (Switzerland) AG;Tierarzneimittel;B;B;26.01.90;26.01.90;26.04.19
49878;1;Drill, Lutschtabletten;Pierre Fabre Pharma SA;Synthetika human;D;D;21.07.92;21.07.92;22.01.19
49890;1;Mg 5-Oraleff, comprimés effervescents;Vifor SA;Synthetika human;D;D;12.06.90;12.06.90;17.08.18
49901;2;Nitro-Dur 5, Transdermale therapeutische Systeme;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;17.05.89;17.05.89;08.03.19
49901;4;Nitro-Dur 10, Transdermale therapeutische Systeme;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;17.05.89;17.05.89;08.03.19
49909;2;Gentapen ad us.vet., Suspension;Dr. E. Gräub AG;Tierarzneimittel;A;A;15.02.90;14.05.08;16.12.18
49910;2;Gentapen ad us.vet., Suspension in Injektoren;Dr. E. Gräub AG;Tierarzneimittel;A;A;15.02.90;14.05.08;16.12.18
49923;5;Amoxicillin Sandoz 100mg/4ml,Granulat zur Herstellung einer Suspension;Sandoz Pharmaceuticals AG;Synthetika human;A;A;22.08.90;15.05.04;14.05.19
49923;6;Amoxicillin Sandoz 200mg/4ml,Granulat zur Herstellung einer Suspension;Sandoz Pharmaceuticals AG;Synthetika human;A;A;22.08.90;15.05.04;14.05.19
49924;1;Amoxicillin Sandoz 500, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;22.08.90;22.08.90;14.05.19
49924;2;Amoxicillin Sandoz 750, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;22.08.90;22.08.90;14.05.19
49924;3;Amoxicillin Sandoz 1000, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;22.08.90;22.08.90;14.05.19
49926;1;Pulmofor retard, capsules;Vifor Consumer Health SA;Synthetika human;C;C;10.02.95;10.02.95;02.06.19
49929;6;Amoxi-Mepha 200 mg/4 mL zuckerfrei, Granulat zur Zubereitung einer Suspension;Mepha Pharma AG;Synthetika human;A;A;21.09.90;22.11.10;29.03.19
49954;2;Lacryvisc, Augengel;Alcon Switzerland SA;Synthetika human;D;D;06.03.90;15.11.01;23.11.18
49969;1;Pinus Pygenol, Tabletten;Kräuterpfarrer Künzle AG;Phytotherapeutika;D;D;17.10.91;17.10.91;14.12.18
49970;2;Seropram 20 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;14.12.90;14.12.90;08.05.21
49971;1;Seropram, Infusionskonzentrat;Lundbeck (Schweiz) AG;Synthetika human;B;B;26.10.95;26.10.95;15.12.19
49972;1;Combifrinil, comprimés à mâcher;FRILAB SA;Synthetika human;D;D;08.10.90;08.10.90;14.12.19
49973;1;Combifrinil, suspension;FRILAB SA;Synthetika human;D;D;08.10.90;08.10.90;14.12.19
49978;1;Combudoron Spray, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;D;D;08.06.89;08.06.89;02.12.18
49980;1;Combudoron Gel, anthroposophisches Arzneimittel;Weleda AG;Anthroposophika;D;D;28.06.89;28.06.89;02.12.18
49981;1;Solmucol, soluzione per aerosol;IBSA Institut Biochimique SA;Synthetika human;B;B;21.09.90;21.09.90;08.11.19
49999;2;Optiray 240, Injektionslösung;Mallinckrodt AG;Synthetika human;B;B;18.07.90;18.07.90;28.04.20
49999;4;Optiray 300, Injektionslösung;Mallinckrodt AG;Synthetika human;B;B;18.07.90;18.07.90;28.04.20
49999;5;Optiray 350, Injektionslösung;Mallinckrodt AG;Synthetika human;B;B;18.07.90;18.07.90;28.04.20
49999;6;Optiray 320, Injektionslösung;Mallinckrodt AG;Synthetika human;B;B;18.07.90;29.06.98;28.04.20
50000;1;Burgerstein Lezithinkapseln, Kapseln;Antistress Aktiengesellschaft für Gesundheitsschutz;Phytotherapeutika;D;D;29.03.89;29.03.89;09.12.18
50001;1;Vagi-Hex, Vaginaltabletten;Drossapharm AG;Synthetika human;B;B;28.02.94;28.02.94;28.01.19
50005;2;Piroxicam-Mepha 20, Tabletten;Mepha Pharma AG;Synthetika human;B;B;21.12.88;21.12.88;07.12.18
50008;1;Vibrocil, Gel;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;13.06.89;13.06.89;16.12.18
50009;1;Vibrocil, Tropfen;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;13.06.89;13.06.89;16.12.18
50010;1;Vibrocil, Spray;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;13.06.89;13.06.89;16.12.18
50014;2;Tarivid i.v. 200, solution pour perfusion;Sanofi-Aventis (Suisse) SA;Synthetika human;A;A;14.08.89;14.08.89;12.07.17
50017;2;Dexamedium ad us.vet., Injektionssuspension;MSD Animal Health GmbH;Tierarzneimittel;B;B;09.03.89;16.03.11;02.07.18
50018;1;Decatylen neo, Lutschtabletten;Acino Pharma AG;Synthetika human;D;D;19.12.88;19.12.88;11.12.18
50043;1;Sabril, comprimés pelliculés;Sanofi-Aventis (Suisse) SA;Synthetika human;A;A;27.08.92;27.08.92;04.10.19
50044;2;Norvasc 5 mg, Tabletten;Pfizer AG;Synthetika human;B;B;26.03.90;26.03.90;20.04.20
50044;3;Norvasc 10 mg, Tabletten;Pfizer AG;Synthetika human;B;B;26.03.90;26.03.90;20.04.20
50046;1;Solmucol 100 Erkältungshusten, pastiglia;IBSA Institut Biochimique SA;Synthetika human;D;D;17.03.89;17.03.89;18.11.18
50046;2;Solmucol 200 Erkältungshusten, pastiglia;IBSA Institut Biochimique SA;Synthetika human;D;D;17.03.89;27.08.99;18.11.18
50063;2;Spedifen 400, granulare;Zambon Svizzera SA;Synthetika human;B;B;26.03.90;26.03.90;12.12.19
50063;3;Spedifen 600, granulare;Zambon Svizzera SA;Synthetika human;B;B;26.03.90;26.03.90;12.12.19
50064;2;Ilomedin 20 i.v., Infusionslösungskonzentrat;Bayer (Schweiz) AG;Synthetika human;B;B;16.07.92;02.03.98;06.02.18
50064;3;Ilomedin 50 i.v., Infusionslösungskonzentrat;Bayer (Schweiz) AG;Synthetika human;B;B;16.07.92;20.04.01;06.02.18
50065;1;Magnesiocard, Zusatzampulle zur Infusion;Biomed AG;Synthetika human;B;B;28.11.89;28.11.89;29.03.19
50067;2;Sandoparin, Injektionslösung;Aspen Pharma Schweiz GmbH;Biotechnologika;B;B;05.06.89;05.06.89;20.11.18
50068;1;Melaleuka-Pur, flüssig;Elixan Aromatica GmbH;Phytotherapeutika;D;D;10.11.89;10.11.89;18.12.18
50072;2;Brufen retard, Filmtabletten;BGP Products GmbH;Synthetika human;B;B;25.09.89;23.08.07;25.02.18
50075;1;Atenolol-Mepha 50, Lactabs;Mepha Pharma AG;Synthetika human;B;B;28.09.89;28.09.89;16.03.19
50075;2;Atenolol-Mepha 100, Lactabs;Mepha Pharma AG;Synthetika human;B;B;28.09.89;28.09.89;16.03.19
50075;3;Atenolol-Mepha 25, Lactabs;Mepha Pharma AG;Synthetika human;B;B;28.09.89;07.11.95;16.03.19
50084;2;Magnesium-Diasporal 300, Granulat;Doetsch Grether AG;Synthetika human;B;B;21.08.89;29.10.98;27.10.18
50085;2;Aurorix 150 mg, Filmtabletten;MEDA Pharma GmbH;Synthetika human;B;B;08.03.90;08.03.90;20.12.19
50085;4;Aurorix 300 mg, Filmtabletten;MEDA Pharma GmbH;Synthetika human;B;B;08.03.90;23.04.97;20.12.19
50096;1;Burgerstein Beta-Carotin Kapseln 15 mg;Antistress Aktiengesellschaft für Gesundheitsschutz;Synthetika human;B;B;30.10.91;30.10.91;14.03.21
50106;1;Secresol 100 mg, Granulat;Permamed AG;Synthetika human;D;D;15.09.89;15.09.89;13.11.18
50107;1;Voltaren Rapid 25 mg, Dragées;Novartis Pharma Schweiz AG;Synthetika human;B;B;28.08.90;28.08.90;18.12.18
50107;2;Voltaren Rapid 50 mg, Dragées;Novartis Pharma Schweiz AG;Synthetika human;B;B;28.08.90;28.08.90;18.12.18
50111;2;Elocom, Crème;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;14.09.89;10.12.13;14.03.19
50112;1;Elocom, Salbe;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;14.09.89;14.09.89;14.03.19
50135;1;Sanadermil, Hydrocrème;Vifor Consumer Health SA;Synthetika human;C;C;31.03.89;31.03.89;18.12.18
50136;1;Sanadermil, Lipocrème;Vifor Consumer Health SA;Synthetika human;C;C;31.03.89;31.03.89;18.12.18
50137;1;Sanadermil, mousse;Vifor Consumer Health SA;Synthetika human;C;C;31.03.89;31.03.89;18.12.18
50141;1;Accupro 5, Filmtabletten;Pfizer AG;Synthetika human;B;B;28.09.89;28.09.89;18.03.19
50141;2;Accupro 10, Filmtabletten;Pfizer AG;Synthetika human;B;B;28.09.89;28.09.89;18.03.19
50141;3;Accupro 20, Filmtabletten;Pfizer AG;Synthetika human;B;B;28.09.89;28.09.89;18.03.19
50143;1;Magnesium Biomed, Filmtabletten;Biomed AG;Synthetika human;D;D;28.06.91;28.06.91;28.10.20
50151;1;Micropaque Scanner, Suspension;Guerbet AG;Synthetika human;B;B;10.11.89;10.11.89;05.02.19
50161;1;Flamon-240, Retardtabletten;Mepha Pharma AG;Synthetika human;B;B;23.06.92;23.06.92;21.12.16
50167;3;Diltiazem-Mepha 90 retard, Opticaps;Mepha Pharma AG;Synthetika human;B;B;28.06.89;17.03.16;14.03.19
50174;1;Dentohexin 0,2%, Lösung;Streuli Pharma AG;Synthetika human;D;D;26.02.91;26.02.91;09.05.20
50186;1;Paracetamolo élan, compresse effervescenti;Alpex Pharma SA;Synthetika human;D;D;22.10.90;22.10.90;09.02.21
50189;1;Ginkgobakehl TM, homöopathische Tropfen;ebi-pharm ag;Homöopathika;C;C;19.01.90;19.01.90;18.01.19
50190;1;Ginkgobakehl D4, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;19.01.90;19.01.90;18.01.19
50191;1;Primofenac, Emulsions-Gel;Streuli Pharma AG;Synthetika human;D;D;18.04.90;18.04.90;14.10.18
50192;1;Pulmicort 200 ug, Turbuhaler;AstraZeneca AG;Synthetika human;B;B;26.03.90;26.03.90;19.08.19
50192;2;Pulmicort 100 ug, Turbuhaler;AstraZeneca AG;Synthetika human;B;B;26.03.90;28.05.92;19.08.19
50192;3;Pulmicort 400 ug, Turbuhaler;AstraZeneca AG;Synthetika human;B;B;26.03.90;28.06.91;19.08.19
50203;3;Haemocomplettan P 1 g, Injektionspräparat;CSL Behring AG;Blutprodukte;B;B;24.11.92;15.02.07;31.12.21
50203;4;Haemocomplettan P 2 g, Injektionspräparat;CSL Behring AG;Blutprodukte;B;B;24.11.92;15.02.07;31.12.21
50205;1;Xatral 2,5 mg, comprimés pelliculés;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;23.09.94;23.09.94;18.02.19
50207;1;Cerivikehl D3, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;28.08.89;28.08.89;26.01.19
50208;1;Cerivikehl, homöopathische Tropfen;ebi-pharm ag;Homöopathika;C;C;28.08.89;28.08.89;26.01.19
50215;1;Künzle Birkenblätter, geschnittene Droge;Kräuterpfarrer Künzle AG;Phytotherapeutika;D;D;08.06.89;08.06.89;15.12.18
50224;2;Viburcol N, homöopathische Säuglings- und Kindersuppositorien;ebi-pharm ag;Homöopathika;D;D;17.10.91;21.11.00;04.09.21
50227;2;Fastum, Gel;A. Menarini AG;Synthetika human;B;B;22.07.92;22.07.92;10.09.17
50228;1;Mucokehl D5, homöopathische Tabletten;ebi-pharm ag;Homöopathika;C;C;08.06.89;08.06.89;11.02.19
50229;1;Mucokehl D4, homöopathische Kapseln;ebi-pharm ag;Homöopathika;C;C;08.06.89;08.06.89;11.02.19
50230;2;Mucogel, homöopathische Salbe;ebi-pharm ag;Homöopathika;C;C;05.04.91;25.08.97;06.11.20
50231;2;Mucohäm D3, homöopathische Suppositorien;ebi-pharm ag;Homöopathika;C;C;11.03.91;08.04.97;27.11.20
50233;1;Zinkokehl D3, homöopathische Tropfen;ebi-pharm ag;Homöopathika;C;C;08.06.89;08.06.89;18.01.19
50234;1;Zinkokehl D4, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;08.12.89;08.12.89;18.01.19
50241;1;Cuprukehl D3, homöopathische Tropfen;ebi-pharm ag;Homöopathika;B;B;14.03.90;14.03.90;26.01.19
50242;1;Cuprukehl D4, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;14.11.90;14.11.90;26.01.19
50243;1;Nurofen, Dragées;Reckitt Benckiser (Switzerland) AG;Synthetika human;D;D;29.01.91;29.01.91;05.10.20
50245;1;Citrokehl, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;11.03.91;11.03.91;27.11.20
50262;1;Skinoren, Crème;Bayer (Schweiz) AG;Synthetika human;B;B;13.03.90;13.03.90;22.01.19
50264;1;Rifampicine Labatec 150 mg, capsules;Labatec Pharma SA;Synthetika human;A;A;11.08.89;11.08.89;25.08.18
50264;2;Rifampicine Labatec 300 mg, capsules;Labatec Pharma SA;Synthetika human;A;A;11.08.89;11.08.89;25.08.18
50271;1;Depakine, préparation injectable;Sanofi-Aventis (Suisse) SA;Synthetika human;B;B;28.06.89;28.06.89;11.06.18
50287;1;Fortakehl D4, homöopathische Kapseln;ebi-pharm ag;Homöopathika;C;C;28.11.91;28.11.91;27.11.20
50288;1;Fortakehl D5, homöopathische Tabletten;ebi-pharm ag;Homöopathika;C;C;28.11.91;28.11.91;27.11.20
50289;1;Fortakehl D5, homöopathische Tropfen;ebi-pharm ag;Homöopathika;C;C;28.11.91;28.11.91;09.11.20
50290;2;Notakehl D3, homöopathische Salbe;ebi-pharm ag;Homöopathika;B;B;13.12.91;25.08.97;06.11.20
50291;2;Notakehl D3, homöopathische Suppositorien;ebi-pharm ag;Homöopathika;B;B;28.11.91;25.08.97;06.11.20
50292;1;Notakehl D4, homöopathische Kapseln;ebi-pharm ag;Homöopathika;B;B;28.11.91;28.11.91;06.11.20
50293;1;Notakehl D5, homöopathische Tabletten;ebi-pharm ag;Homöopathika;B;B;28.11.91;28.11.91;06.11.20
50294;1;Notakehl D5, homöopathische Tropfen;ebi-pharm ag;Homöopathika;B;B;28.11.91;28.11.91;09.11.20
50295;1;Notakehl D5, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;05.12.91;05.12.91;27.11.20
50295;2;Notakehl D6, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;05.12.91;05.12.91;27.11.20
50295;3;Notakehl D7, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;05.12.91;05.12.91;27.11.20
50296;2;Pefrakehl D3, homöopathische Salbe;ebi-pharm ag;Homöopathika;B;B;15.02.93;19.12.97;12.09.17
50297;1;Pefrakehl D4, homöopathische Kapseln;ebi-pharm ag;Homöopathika;B;B;15.02.93;15.02.93;21.11.17
50298;1;Pefrakehl D5, homöopathische Tropfen;ebi-pharm ag;Homöopathika;B;B;21.10.93;21.10.93;18.11.17
50299;1;Pefrakehl D6, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;13.03.95;13.03.95;15.12.19
50329;1;Demonatur Ginkgo, comprimés;Vifor Consumer Health SA;Phytotherapeutika;D;D;21.08.90;21.08.90;19.01.20
50349;1;Diflucan, Infusionslösung;Pfizer AG;Synthetika human;B;B;15.09.89;15.09.89;02.12.18
50351;1;Zeller Herz und Nerven, Filmtabletten;Max Zeller Söhne AG;Phytotherapeutika;D;D;06.02.90;06.02.90;21.12.18
50353;1;Dynamisan forte Granulat, Sachets;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;28.11.89;28.11.89;07.08.18
50354;1;Optiderm, Crème;Almirall AG;Synthetika human;D;D;07.02.94;07.02.94;06.11.18
50357;1;Adriblastin RD 10 mg, Injektionspräparat;Pfizer AG;Synthetika human;A;A;27.10.89;27.10.89;27.01.20
50357;3;Adriblastin RD 50 mg, Injektionspräparat;Pfizer AG;Synthetika human;A;A;27.10.89;27.10.89;27.01.20
50358;1;Adriblastin Solution 10 mg/5 ml, Injektionslösung;Pfizer AG;Synthetika human;A;A;24.06.91;24.06.91;24.10.20
50358;2;Adriblastin Solution 20 mg/10 ml, Injektionslösung;Pfizer AG;Synthetika human;A;A;24.06.91;24.06.91;24.10.20
50358;3;Adriblastin Solution 50 mg/25 ml, Injektionslösung;Pfizer AG;Synthetika human;A;A;24.06.91;24.06.91;24.10.20
50359;1;Farmorubicin RD 10 mg, Präparat zur Injektion / Instillation;Pfizer AG;Synthetika human;A;A;25.06.90;25.06.90;20.09.19
50359;3;Farmorubicin RD 50 mg, Präparat zur Injektion / Instillation;Pfizer AG;Synthetika human;A;A;25.06.90;25.06.90;20.09.19
50361;1;Trimethazol ad us.vet., Injektionslösung;Werner Stricker AG;Tierarzneimittel;A;A;15.03.89;15.03.89;09.02.19
50368;1;Sanuvis, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;11.03.91;11.03.91;15.12.19
50369;2;Lactovis, homöopathische Salbe;ebi-pharm ag;Homöopathika;C;C;25.06.92;20.01.99;27.12.16
50370;1;Lactovis, homöopathische Tropfen;ebi-pharm ag;Homöopathika;C;C;29.05.92;29.05.92;27.12.16
50372;2;Pefrakehl D3, homöopathische Suppositorien;ebi-pharm ag;Homöopathika;B;B;15.02.93;26.11.97;18.11.17
50373;1;Inhibace 0,5 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;B;B;21.02.90;21.02.90;17.10.19
50373;2;Inhibace submite 1 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;B;B;21.02.90;21.02.90;17.10.19
50373;3;Inhibace mite 2,5 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;B;B;21.02.90;21.02.90;17.10.19
50373;5;Inhibace small size 5 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;B;B;21.02.90;26.07.94;17.10.19
50375;2;Ketasol-100 ad us. vet., Injektionslösung;Dr. E. Gräub AG;Tierarzneimittel;B;B;16.10.90;16.10.90;12.02.19
50383;1;Calcium-Carbonat Salmon Pharma 500 mg, Filmtabletten;Salmon Pharma GmbH;Synthetika human;B;B;06.05.93;06.05.93;27.09.17
50407;1;Mucedokehl D5, homöopathische Tropfen;ebi-pharm ag;Homöopathika;B;B;28.11.91;28.11.91;09.11.20
50408;1;Mucedokehl D5, homöopathische Injektionslösung;ebi-pharm ag;Homöopathika;B;B;28.11.91;28.11.91;06.11.20
50409;2;Mucedokehl D3, homöopathische Suppositorien;ebi-pharm ag;Homöopathika;B;B;28.11.91;25.08.97;06.11.20
50410;1;Mucedokehl D4, homöopathische Kapseln;ebi-pharm ag;Homöopathika;B;B;27.05.93;27.05.93;21.11.17
50411;1;Algifor, comprimés filmés;Vifor Consumer Health SA;Synthetika human;D;D;08.02.91;08.02.91;02.02.21
50421;1;Vibrocil, Dosierspray;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;13.06.89;13.06.89;16.12.18
50426;1;Epacaps, Kapseln;Takeda Pharma AG;Synthetika human;D;D;10.07.89;10.07.89;05.01.19
50442;1;Farlutal, orale Suspension;Pfizer AG;Synthetika human;B;B;19.01.90;19.01.90;28.11.21
50445;1;Lavasept, Konzentrat;B. Braun Medical AG;Synthetika human;B;B;17.12.91;17.12.91;12.09.17
50445;2;Lavasept, gebrauchsfertige Verdünnung;B. Braun Medical AG;Synthetika human;B;B;17.12.91;27.02.96;12.09.17
50457;1;Omida, homöopathische Erkältungschügeli für Kinder, Globuli;Omida AG;Homöopathika;D;D;09.10.89;09.10.89;16.11.18
50458;1;Omida, homöopathische Hustenchügeli für Kinder, Globuli;Omida AG;Homöopathika;D;D;09.10.89;09.10.89;16.11.18
50460;1;Ringer-Lactat Bichsel mit Glucose 1 %, Infusionslösung;Grosse Apotheke Dr. G. Bichsel AG;Synthetika human;B;B;10.07.92;10.07.92;17.08.21
50460;2;Ringer-Lactat Bichsel mit Glucose 2 %, Infusionslösung;Grosse Apotheke Dr. G. Bichsel AG;Synthetika human;B;B;10.07.92;28.11.08;17.08.21
50460;3;Ringer-Lactat Bichsel mit Glucose 5 %, Infusionslösung;Grosse Apotheke Dr. G. Bichsel AG;Synthetika human;B;B;10.07.92;28.11.08;17.08.21
50461;1;"Ringer-Lactat ""Bichsel"" ohne Glucose, Infusionslösung";Grosse Apotheke Dr. G. Bichsel AG;Synthetika human;B;B;26.04.91;26.04.91;17.08.21
50463;1;Lactolyte ad us.vet., Pulver;Virbac (Switzerland) AG;Tierarzneimittel;B;B;10.10.91;10.10.91;30.05.17
50469;1;Klacid 250 mg, Filmtabletten;BGP Products GmbH;Synthetika human;A;A;04.10.90;04.10.90;25.01.19
50469;2;Klacid 500 mg, Filmtabletten;BGP Products GmbH;Synthetika human;A;A;04.10.90;19.04.94;25.01.19
50473;2;Fludapamid, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;28.10.93;09.05.94;29.10.17
50476;1;Lioton 1000, Gel;A. Menarini AG;Synthetika human;D;D;20.09.93;20.09.93;11.11.17
50477;1;Comilorid-Mepha mite, Tabletten;Mepha Pharma AG;Synthetika human;B;B;27.08.91;27.08.91;29.06.21
50477;2;Comilorid-Mepha, Tabletten;Mepha Pharma AG;Synthetika human;B;B;27.08.91;27.08.91;29.06.21
